Drug Name,Current Indication,Possible Repurposed Use,Repurposing Score (%),Molecular Formula,Mechanism of Action,Side Effects,Approval Year,Generic Name,Brand Name,Side Effect Prediction (AI/ML),Pharmacokinetics (ADME),Clinical Trial Data,Preclinical Studies,Pathway Analysis,Dosage Forms,Recommended Dosage,Marketed By,Half-Life (t½) (hours),AI Predicted Repurposing Potential,AI-Based Drug-Drug Interaction Risk,Bioavailability,Absorption Rate,Metabolism Type,AI-Powered Personalized Medicine Suitability
Omeprazole,Fever,Alzheimer's,94.72,C33H35FN2O5,AMPK Activator,"Headache, Rash",1987,Ibuprofen,Glucophage,High Risk,Slow Metabolism,Ongoing,In Vitro Studies,Dopaminergic Pathway,Topical Gel,250mg every 8 hours,Roche,24,Low,Moderate Risk,High (>80%),Fast,Gut,Not Suitable
Losartan,Blood Thinner,Weight Loss,52.43,C33H35FN2O5,NSAID,"Nausea, Dizziness",1987,Atorvastatin Calcium,Glucophage,High Risk,Renal Excretion,Phase 4,No Preclinical Data,Immune Response Pathway,Injection,50mg daily,Novartis,12,Low,Moderate Risk,Moderate (50-80%),Moderate,Renal,Partially Suitable
Paracetamol,Pain Relief,Migraine Treatment,67.57,C33H35FN2O5,COX Inhibitor,"Headache, Rash",1996,Acetylsalicylic Acid,Lipitor,High Risk,Slow Metabolism,Phase 4,Toxicology Report,Immune Response Pathway,Tablet,250mg every 8 hours,Merck,24,Moderate,Moderate Risk,High (>80%),Fast,Renal,Suitable
Ranitidine,Hypertension,Antiviral,36.1,C33H35FN2O5,HMG-CoA Reductase Inhibitor,Muscle Pain,1971,Acetylsalicylic Acid,Lipitor,High Risk,High Bioavailability,Ongoing,Animal Testing,Immune Response Pathway,Capsule,10mg once daily,Merck,2,Low,High Risk,Low (<50%),Moderate,Liver,Suitable
Simvastatin,Acid Reflux,Autoimmune Disorders,44.68,C9H8O4,HMG-CoA Reductase Inhibitor,"Headache, Rash",1965,Metformin Hydrochloride,Advil,Moderate Risk,High Bioavailability,Ongoing,Animal Testing,Immune Response Pathway,Injection,500mg twice a day,AstraZeneca,24,Low,Low Risk,Moderate (50-80%),Slow,Liver,Partially Suitable
Levothyroxine,Inflammation,Alzheimer's,91.91,C9H8O4,NSAID,Muscle Pain,1987,Atorvastatin Calcium,Prilosec,Moderate Risk,Slow Metabolism,Phase 3,In Vitro Studies,Immune Response Pathway,Syrup,10mg once daily,Pfizer,24,High,High Risk,Moderate (50-80%),Fast,Enzyme-Specific,Not Suitable
Aspirin,Hypertension,Liver Disease,87.45,C4H11N5,NSAID,"Headache, Rash",1965,Ibuprofen,Lipitor,Moderate Risk,Rapid Absorption,Phase 4,Animal Testing,Serotonin Pathway,Topical Gel,500mg twice a day,Pfizer,24,Low,Moderate Risk,Moderate (50-80%),Slow,Gut,Partially Suitable
Metformin,Blood Thinner,Anti-Aging,60.95,C9H8O4,Proton Pump Inhibitor,"Headache, Rash",1971,Acetylsalicylic Acid,Aspirin,Moderate Risk,Slow Metabolism,Phase 3,In Vitro Studies,Serotonin Pathway,Injection,250mg every 8 hours,Novartis,6,High,Moderate Risk,Low (<50%),Fast,Enzyme-Specific,Suitable
Ibuprofen,Fever,Alzheimer's,44.77,C13H18O2,Proton Pump Inhibitor,"Nausea, Dizziness",1971,Ibuprofen,Prilosec,Low Risk,Renal Excretion,Phase 3,Animal Testing,PI3K-AKT Pathway,Topical Gel,50mg daily,Novartis,24,High,Moderate Risk,Low (<50%),Moderate,Renal,Partially Suitable
Atorvastatin,Blood Thinner,Migraine Treatment,81.75,C13H18O2,Proton Pump Inhibitor,Muscle Pain,1996,Ibuprofen,Aspirin,Low Risk,High Bioavailability,Phase 3,Toxicology Report,Dopaminergic Pathway,Tablet,250mg every 8 hours,Roche,48,Low,High Risk,Moderate (50-80%),Moderate,Enzyme-Specific,Partially Suitable
Omeprazole,Hypertension,Antiviral,45.94,C33H35FN2O5,HMG-CoA Reductase Inhibitor,Acid Reflux,1987,Metformin Hydrochloride,Advil,High Risk,Slow Metabolism,Phase 1,Toxicology Report,Serotonin Pathway,Injection,500mg twice a day,Pfizer,6,High,Low Risk,Moderate (50-80%),Moderate,Renal,Partially Suitable
Losartan,Inflammation,Cardiovascular Disease,77.2,C17H19N3O3S,Proton Pump Inhibitor,"Nausea, Dizziness",1996,Ibuprofen,Advil,High Risk,High Bioavailability,Phase 4,Toxicology Report,PI3K-AKT Pathway,Topical Gel,10mg once daily,AstraZeneca,24,Moderate,High Risk,Moderate (50-80%),Fast,Renal,Suitable
Paracetamol,Cholesterol Control,Antiviral,30.91,C13H18O2,COX Inhibitor,Acid Reflux,1987,Metformin Hydrochloride,Advil,Low Risk,Rapid Absorption,Phase 2,In Vitro Studies,PI3K-AKT Pathway,Injection,As prescribed,Novartis,24,Moderate,High Risk,High (>80%),Fast,Renal,Partially Suitable
Ranitidine,Inflammation,Migraine Treatment,45.61,C4H11N5,Proton Pump Inhibitor,"Headache, Rash",1994,Acetylsalicylic Acid,Glucophage,Moderate Risk,Rapid Absorption,Phase 3,No Preclinical Data,Dopaminergic Pathway,Capsule,10mg once daily,Novartis,24,Low,Low Risk,Low (<50%),Slow,Liver,Not Suitable
Simvastatin,Acid Reflux,Parkinson's,89.59,C13H18O2,AMPK Activator,"Headache, Rash",1996,Acetylsalicylic Acid,Prilosec,High Risk,Rapid Absorption,Phase 1,In Vitro Studies,MAPK Pathway,Topical Gel,As prescribed,Merck,2,High,Low Risk,High (>80%),Slow,Gut,Suitable
Levothyroxine,Acid Reflux,Antiviral,58.63,C33H35FN2O5,HMG-CoA Reductase Inhibitor,"Nausea, Dizziness",1996,Atorvastatin Calcium,Lipitor,High Risk,High Bioavailability,Phase 2,In Vitro Studies,MAPK Pathway,Topical Gel,250mg every 8 hours,AstraZeneca,12,Low,Moderate Risk,High (>80%),Slow,Gut,Partially Suitable
Aspirin,Acid Reflux,Cardiovascular Disease,83.34,C33H35FN2O5,COX Inhibitor,Gastrointestinal Issues,1971,Atorvastatin Calcium,Advil,Moderate Risk,High Bioavailability,Completed,In Vitro Studies,Immune Response Pathway,Topical Gel,250mg every 8 hours,Merck,48,High,Moderate Risk,High (>80%),Moderate,Liver,Not Suitable
Metformin,Inflammation,Cancer Therapy,41.24,C13H18O2,HMG-CoA Reductase Inhibitor,"Nausea, Dizziness",1971,Atorvastatin Calcium,Glucophage,High Risk,High Bioavailability,Phase 2,Animal Testing,Dopaminergic Pathway,Injection,500mg twice a day,Novartis,2,Moderate,Low Risk,Moderate (50-80%),Fast,Gut,Not Suitable
Ibuprofen,Acid Reflux,Liver Disease,30.94,C33H35FN2O5,AMPK Activator,Gastrointestinal Issues,1971,Acetylsalicylic Acid,Prilosec,Moderate Risk,Liver Metabolism,Phase 1,Toxicology Report,PI3K-AKT Pathway,Tablet,250mg every 8 hours,AstraZeneca,12,Low,Low Risk,High (>80%),Moderate,Enzyme-Specific,Not Suitable
Atorvastatin,Inflammation,Parkinson's,30.88,C13H18O2,COX Inhibitor,"Nausea, Dizziness",1996,Metformin Hydrochloride,Lipitor,Low Risk,Liver Metabolism,Phase 1,Toxicology Report,MAPK Pathway,Tablet,As prescribed,Roche,48,Low,Moderate Risk,Low (<50%),Slow,Liver,Partially Suitable
Omeprazole,Thyroid Hormone Replacement,Migraine Treatment,94.68,C17H19N3O3S,AMPK Activator,"Headache, Rash",1994,Atorvastatin Calcium,Lipitor,Moderate Risk,Liver Metabolism,Completed,In Vitro Studies,PI3K-AKT Pathway,Syrup,50mg daily,Novartis,12,Low,Low Risk,High (>80%),Moderate,Enzyme-Specific,Not Suitable
Losartan,Pain Relief,Anti-Aging,31.34,C9H8O4,HMG-CoA Reductase Inhibitor,"Nausea, Dizziness",1987,Omeprazole,Lipitor,Low Risk,High Bioavailability,Ongoing,In Vitro Studies,PI3K-AKT Pathway,Capsule,500mg twice a day,Roche,12,Low,High Risk,Moderate (50-80%),Fast,Liver,Partially Suitable
Paracetamol,Inflammation,Alzheimer's,44.38,C9H8O4,HMG-CoA Reductase Inhibitor,Muscle Pain,1965,Acetylsalicylic Acid,Prilosec,High Risk,Slow Metabolism,Phase 3,Toxicology Report,Serotonin Pathway,Injection,250mg every 8 hours,Merck,2,High,High Risk,High (>80%),Moderate,Liver,Partially Suitable
Ranitidine,Blood Thinner,Alzheimer's,46.37,C33H35FN2O5,HMG-CoA Reductase Inhibitor,"Nausea, Dizziness",1971,Omeprazole,Advil,Moderate Risk,Liver Metabolism,Phase 3,In Vitro Studies,Immune Response Pathway,Syrup,As prescribed,AstraZeneca,2,Low,High Risk,High (>80%),Slow,Enzyme-Specific,Suitable
Simvastatin,Thyroid Hormone Replacement,Liver Disease,38.21,C17H19N3O3S,COX Inhibitor,Muscle Pain,1996,Acetylsalicylic Acid,Glucophage,Low Risk,Rapid Absorption,Phase 3,Toxicology Report,Dopaminergic Pathway,Syrup,500mg twice a day,Roche,12,High,High Risk,High (>80%),Moderate,Liver,Partially Suitable
Levothyroxine,Gastric Ulcer,Alzheimer's,58.34,C13H18O2,Proton Pump Inhibitor,Gastrointestinal Issues,1971,Metformin Hydrochloride,Prilosec,Moderate Risk,High Bioavailability,Phase 4,In Vitro Studies,Dopaminergic Pathway,Capsule,10mg once daily,AstraZeneca,12,Low,Low Risk,Moderate (50-80%),Moderate,Renal,Partially Suitable
Aspirin,Fever,Antiviral,94.87,C17H19N3O3S,COX Inhibitor,Acid Reflux,1971,Metformin Hydrochloride,Glucophage,Low Risk,Rapid Absorption,Phase 2,Animal Testing,Dopaminergic Pathway,Injection,250mg every 8 hours,Pfizer,48,Low,Moderate Risk,Low (<50%),Slow,Renal,Not Suitable
Metformin,Pain Relief,Migraine Treatment,79.79,C9H8O4,HMG-CoA Reductase Inhibitor,"Nausea, Dizziness",1987,Omeprazole,Lipitor,High Risk,Liver Metabolism,Completed,Animal Testing,PI3K-AKT Pathway,Syrup,10mg once daily,Pfizer,6,High,Low Risk,Low (<50%),Fast,Renal,Not Suitable
Ibuprofen,Fever,Antiviral,30.91,C33H35FN2O5,NSAID,Muscle Pain,1994,Metformin Hydrochloride,Glucophage,High Risk,Rapid Absorption,Phase 3,No Preclinical Data,Serotonin Pathway,Topical Gel,250mg every 8 hours,Roche,2,Low,Low Risk,Low (<50%),Moderate,Liver,Suitable
Atorvastatin,Inflammation,Liver Disease,92.75,C33H35FN2O5,AMPK Activator,"Headache, Rash",1965,Omeprazole,Advil,Low Risk,Renal Excretion,Phase 4,No Preclinical Data,MAPK Pathway,Syrup,10mg once daily,Roche,48,Low,Moderate Risk,High (>80%),Slow,Renal,Suitable
Omeprazole,Thyroid Hormone Replacement,Anti-Aging,79.15,C9H8O4,COX Inhibitor,Gastrointestinal Issues,1996,Acetylsalicylic Acid,Glucophage,Moderate Risk,Liver Metabolism,Phase 4,In Vitro Studies,MAPK Pathway,Injection,50mg daily,Merck,24,High,High Risk,Low (<50%),Fast,Liver,Not Suitable
Losartan,Diabetes,Autoimmune Disorders,84.16,C4H11N5,COX Inhibitor,Acid Reflux,1987,Omeprazole,Advil,High Risk,Slow Metabolism,Phase 2,No Preclinical Data,PI3K-AKT Pathway,Tablet,500mg twice a day,Roche,12,Moderate,Low Risk,Low (<50%),Fast,Renal,Suitable
Paracetamol,Diabetes,Weight Loss,81.94,C33H35FN2O5,NSAID,Muscle Pain,1987,Metformin Hydrochloride,Glucophage,Low Risk,Renal Excretion,Ongoing,Animal Testing,Immune Response Pathway,Topical Gel,10mg once daily,Pfizer,24,Moderate,Moderate Risk,High (>80%),Moderate,Renal,Partially Suitable
Ranitidine,Cholesterol Control,Migraine Treatment,65.17,C17H19N3O3S,NSAID,Muscle Pain,1987,Ibuprofen,Lipitor,Low Risk,High Bioavailability,Phase 2,In Vitro Studies,MAPK Pathway,Syrup,As prescribed,AstraZeneca,24,Moderate,Moderate Risk,Moderate (50-80%),Fast,Liver,Not Suitable
Simvastatin,Inflammation,Migraine Treatment,78.1,C33H35FN2O5,NSAID,Muscle Pain,1994,Atorvastatin Calcium,Advil,Low Risk,Rapid Absorption,Phase 3,Toxicology Report,Serotonin Pathway,Syrup,As prescribed,Novartis,48,Low,High Risk,High (>80%),Slow,Renal,Partially Suitable
Levothyroxine,Diabetes,Cardiovascular Disease,37.1,C13H18O2,Proton Pump Inhibitor,"Headache, Rash",1965,Metformin Hydrochloride,Advil,High Risk,Slow Metabolism,Phase 1,Toxicology Report,Dopaminergic Pathway,Tablet,10mg once daily,Merck,48,Low,High Risk,Low (<50%),Fast,Liver,Partially Suitable
Aspirin,Fever,Liver Disease,37.74,C33H35FN2O5,NSAID,Gastrointestinal Issues,1965,Atorvastatin Calcium,Glucophage,Low Risk,Slow Metabolism,Ongoing,Animal Testing,Immune Response Pathway,Syrup,50mg daily,Roche,24,High,Low Risk,Low (<50%),Fast,Enzyme-Specific,Not Suitable
Metformin,Inflammation,Alzheimer's,75.77,C17H19N3O3S,NSAID,Acid Reflux,1971,Acetylsalicylic Acid,Advil,High Risk,Slow Metabolism,Phase 2,Animal Testing,MAPK Pathway,Capsule,500mg twice a day,AstraZeneca,6,High,Moderate Risk,High (>80%),Fast,Renal,Not Suitable
Ibuprofen,Gastric Ulcer,Migraine Treatment,86.78,C9H8O4,NSAID,Acid Reflux,1971,Metformin Hydrochloride,Aspirin,High Risk,High Bioavailability,Phase 1,Toxicology Report,Serotonin Pathway,Capsule,50mg daily,Merck,24,Moderate,Low Risk,Moderate (50-80%),Moderate,Enzyme-Specific,Not Suitable
Atorvastatin,Thyroid Hormone Replacement,Weight Loss,73.38,C17H19N3O3S,Proton Pump Inhibitor,"Nausea, Dizziness",1965,Metformin Hydrochloride,Prilosec,Moderate Risk,Liver Metabolism,Phase 2,Toxicology Report,PI3K-AKT Pathway,Syrup,10mg once daily,Merck,24,High,High Risk,High (>80%),Moderate,Gut,Not Suitable
Omeprazole,Fever,Anti-Aging,50.3,C13H18O2,COX Inhibitor,"Headache, Rash",1987,Ibuprofen,Aspirin,High Risk,Liver Metabolism,Phase 2,Animal Testing,Immune Response Pathway,Syrup,As prescribed,Novartis,12,High,Moderate Risk,High (>80%),Moderate,Liver,Partially Suitable
Losartan,Cholesterol Control,Cancer Therapy,39.19,C4H11N5,Proton Pump Inhibitor,Acid Reflux,1994,Ibuprofen,Prilosec,Moderate Risk,Slow Metabolism,Ongoing,No Preclinical Data,PI3K-AKT Pathway,Tablet,As prescribed,Novartis,12,Low,High Risk,Moderate (50-80%),Slow,Gut,Not Suitable
Paracetamol,Acid Reflux,Antiviral,90.24,C4H11N5,AMPK Activator,Acid Reflux,1994,Ibuprofen,Prilosec,High Risk,Renal Excretion,Phase 2,Animal Testing,Serotonin Pathway,Injection,10mg once daily,Pfizer,6,Low,Moderate Risk,High (>80%),Slow,Gut,Not Suitable
Ranitidine,Fever,Antiviral,57.79,C4H11N5,AMPK Activator,"Headache, Rash",1987,Atorvastatin Calcium,Prilosec,Low Risk,Slow Metabolism,Phase 3,No Preclinical Data,Dopaminergic Pathway,Capsule,As prescribed,AstraZeneca,2,High,High Risk,Low (<50%),Fast,Liver,Suitable
Simvastatin,Thyroid Hormone Replacement,Weight Loss,93.42,C9H8O4,Proton Pump Inhibitor,Acid Reflux,1971,Metformin Hydrochloride,Lipitor,High Risk,Rapid Absorption,Completed,No Preclinical Data,Immune Response Pathway,Tablet,50mg daily,Novartis,48,Moderate,Low Risk,Low (<50%),Slow,Liver,Not Suitable
Levothyroxine,Cholesterol Control,Autoimmune Disorders,49.55,C9H8O4,COX Inhibitor,Acid Reflux,1987,Metformin Hydrochloride,Glucophage,Moderate Risk,Liver Metabolism,Phase 1,Animal Testing,PI3K-AKT Pathway,Tablet,500mg twice a day,Novartis,6,Low,Moderate Risk,Low (<50%),Slow,Renal,Not Suitable
Aspirin,Thyroid Hormone Replacement,Anti-Aging,73.92,C13H18O2,NSAID,Gastrointestinal Issues,1971,Ibuprofen,Aspirin,Moderate Risk,Rapid Absorption,Phase 1,Toxicology Report,Dopaminergic Pathway,Syrup,500mg twice a day,Novartis,12,High,Low Risk,High (>80%),Slow,Liver,Not Suitable
Metformin,Blood Thinner,Cancer Therapy,68.11,C4H11N5,NSAID,"Headache, Rash",1996,Ibuprofen,Prilosec,Low Risk,Rapid Absorption,Ongoing,No Preclinical Data,PI3K-AKT Pathway,Topical Gel,50mg daily,Pfizer,12,Low,High Risk,High (>80%),Fast,Enzyme-Specific,Partially Suitable
Ibuprofen,Gastric Ulcer,Parkinson's,58.13,C33H35FN2O5,COX Inhibitor,Acid Reflux,1971,Omeprazole,Lipitor,Low Risk,High Bioavailability,Phase 1,Toxicology Report,PI3K-AKT Pathway,Tablet,500mg twice a day,AstraZeneca,6,Moderate,Moderate Risk,High (>80%),Slow,Liver,Suitable
Atorvastatin,Thyroid Hormone Replacement,Parkinson's,71.09,C9H8O4,Proton Pump Inhibitor,"Nausea, Dizziness",1971,Omeprazole,Lipitor,Moderate Risk,High Bioavailability,Phase 1,No Preclinical Data,PI3K-AKT Pathway,Tablet,500mg twice a day,Novartis,12,Moderate,Low Risk,Moderate (50-80%),Fast,Renal,Not Suitable
Omeprazole,Acid Reflux,Antiviral,30.53,C4H11N5,COX Inhibitor,Acid Reflux,1987,Acetylsalicylic Acid,Glucophage,Moderate Risk,Liver Metabolism,Phase 4,In Vitro Studies,MAPK Pathway,Tablet,10mg once daily,AstraZeneca,2,Low,Low Risk,Moderate (50-80%),Slow,Renal,Not Suitable
Losartan,Diabetes,Weight Loss,32.3,C17H19N3O3S,Proton Pump Inhibitor,Acid Reflux,1996,Metformin Hydrochloride,Prilosec,Moderate Risk,Renal Excretion,Phase 2,Animal Testing,Immune Response Pathway,Topical Gel,10mg once daily,Merck,2,Moderate,Moderate Risk,High (>80%),Moderate,Gut,Partially Suitable
Paracetamol,Fever,Weight Loss,84.49,C17H19N3O3S,AMPK Activator,"Nausea, Dizziness",1987,Atorvastatin Calcium,Glucophage,Moderate Risk,Renal Excretion,Completed,No Preclinical Data,Dopaminergic Pathway,Tablet,As prescribed,Pfizer,48,Moderate,Low Risk,Low (<50%),Fast,Renal,Not Suitable
Ranitidine,Thyroid Hormone Replacement,Liver Disease,85.48,C17H19N3O3S,NSAID,Gastrointestinal Issues,1965,Ibuprofen,Aspirin,Moderate Risk,Liver Metabolism,Phase 3,In Vitro Studies,PI3K-AKT Pathway,Tablet,50mg daily,Pfizer,24,Low,High Risk,High (>80%),Moderate,Gut,Partially Suitable
Simvastatin,Fever,Weight Loss,41.74,C13H18O2,Proton Pump Inhibitor,"Headache, Rash",1996,Metformin Hydrochloride,Aspirin,Low Risk,Renal Excretion,Phase 1,No Preclinical Data,PI3K-AKT Pathway,Syrup,250mg every 8 hours,Pfizer,12,High,High Risk,Low (<50%),Slow,Liver,Suitable
Levothyroxine,Blood Thinner,Alzheimer's,89.66,C17H19N3O3S,Proton Pump Inhibitor,"Headache, Rash",1987,Omeprazole,Aspirin,High Risk,Liver Metabolism,Phase 2,In Vitro Studies,Dopaminergic Pathway,Injection,50mg daily,AstraZeneca,6,High,Moderate Risk,High (>80%),Moderate,Renal,Suitable
Aspirin,Pain Relief,Parkinson's,77.67,C4H11N5,AMPK Activator,Gastrointestinal Issues,1965,Acetylsalicylic Acid,Aspirin,High Risk,Liver Metabolism,Phase 2,In Vitro Studies,PI3K-AKT Pathway,Capsule,500mg twice a day,Merck,24,Moderate,High Risk,Moderate (50-80%),Moderate,Renal,Not Suitable
Metformin,Blood Thinner,Autoimmune Disorders,64.11,C17H19N3O3S,HMG-CoA Reductase Inhibitor,Acid Reflux,1987,Metformin Hydrochloride,Prilosec,High Risk,Rapid Absorption,Completed,In Vitro Studies,Dopaminergic Pathway,Topical Gel,As prescribed,AstraZeneca,12,High,Low Risk,High (>80%),Moderate,Gut,Partially Suitable
Ibuprofen,Acid Reflux,Autoimmune Disorders,36.94,C17H19N3O3S,COX Inhibitor,Acid Reflux,1994,Ibuprofen,Glucophage,Low Risk,Liver Metabolism,Phase 2,Toxicology Report,Serotonin Pathway,Tablet,500mg twice a day,AstraZeneca,48,Moderate,Moderate Risk,High (>80%),Moderate,Enzyme-Specific,Partially Suitable
Atorvastatin,Acid Reflux,Parkinson's,48.06,C9H8O4,HMG-CoA Reductase Inhibitor,"Nausea, Dizziness",1994,Metformin Hydrochloride,Glucophage,Low Risk,High Bioavailability,Phase 3,No Preclinical Data,MAPK Pathway,Topical Gel,500mg twice a day,AstraZeneca,48,Low,Low Risk,Moderate (50-80%),Slow,Enzyme-Specific,Not Suitable
Omeprazole,Cholesterol Control,Cancer Therapy,34.5,C13H18O2,COX Inhibitor,Muscle Pain,1987,Omeprazole,Aspirin,High Risk,Rapid Absorption,Completed,In Vitro Studies,Dopaminergic Pathway,Capsule,250mg every 8 hours,Roche,48,Low,Low Risk,Low (<50%),Fast,Gut,Partially Suitable
Losartan,Thyroid Hormone Replacement,Parkinson's,80.89,C13H18O2,NSAID,Gastrointestinal Issues,1971,Acetylsalicylic Acid,Glucophage,Moderate Risk,Liver Metabolism,Phase 2,In Vitro Studies,Serotonin Pathway,Syrup,As prescribed,Merck,2,Moderate,High Risk,Moderate (50-80%),Slow,Renal,Not Suitable
Paracetamol,Thyroid Hormone Replacement,Autoimmune Disorders,88.48,C17H19N3O3S,NSAID,Gastrointestinal Issues,1996,Acetylsalicylic Acid,Lipitor,High Risk,Renal Excretion,Completed,Toxicology Report,MAPK Pathway,Syrup,As prescribed,Pfizer,24,Low,High Risk,Low (<50%),Moderate,Enzyme-Specific,Suitable
Ranitidine,Thyroid Hormone Replacement,Liver Disease,56.62,C4H11N5,AMPK Activator,"Headache, Rash",1996,Atorvastatin Calcium,Aspirin,High Risk,Renal Excretion,Phase 3,Animal Testing,Serotonin Pathway,Tablet,500mg twice a day,Novartis,2,High,Low Risk,Low (<50%),Moderate,Enzyme-Specific,Suitable
Simvastatin,Pain Relief,Antiviral,44.6,C33H35FN2O5,NSAID,Muscle Pain,1994,Acetylsalicylic Acid,Aspirin,Low Risk,Renal Excretion,Phase 2,No Preclinical Data,PI3K-AKT Pathway,Tablet,10mg once daily,Roche,2,High,Moderate Risk,Low (<50%),Fast,Enzyme-Specific,Suitable
Levothyroxine,Gastric Ulcer,Liver Disease,92.14,C4H11N5,AMPK Activator,Gastrointestinal Issues,1965,Ibuprofen,Advil,High Risk,Renal Excretion,Phase 2,Animal Testing,Serotonin Pathway,Topical Gel,250mg every 8 hours,Pfizer,6,High,Low Risk,High (>80%),Fast,Renal,Partially Suitable
Aspirin,Fever,Parkinson's,60.82,C17H19N3O3S,COX Inhibitor,Muscle Pain,1996,Atorvastatin Calcium,Prilosec,Low Risk,Liver Metabolism,Phase 3,In Vitro Studies,Dopaminergic Pathway,Syrup,500mg twice a day,AstraZeneca,24,High,Low Risk,Moderate (50-80%),Fast,Gut,Partially Suitable
Metformin,Blood Thinner,Cancer Therapy,81.04,C9H8O4,Proton Pump Inhibitor,Acid Reflux,1965,Omeprazole,Aspirin,Moderate Risk,Liver Metabolism,Phase 3,Toxicology Report,Immune Response Pathway,Injection,250mg every 8 hours,Merck,2,Low,Moderate Risk,High (>80%),Moderate,Gut,Suitable
Ibuprofen,Pain Relief,Weight Loss,57.51,C17H19N3O3S,NSAID,"Nausea, Dizziness",1996,Ibuprofen,Glucophage,Low Risk,Rapid Absorption,Phase 3,No Preclinical Data,Serotonin Pathway,Syrup,As prescribed,Novartis,12,Low,Low Risk,High (>80%),Fast,Liver,Suitable
Atorvastatin,Diabetes,Cardiovascular Disease,87.18,C33H35FN2O5,AMPK Activator,"Headache, Rash",1965,Acetylsalicylic Acid,Lipitor,High Risk,Liver Metabolism,Completed,In Vitro Studies,Serotonin Pathway,Tablet,500mg twice a day,Pfizer,2,Moderate,High Risk,Moderate (50-80%),Fast,Liver,Suitable
Omeprazole,Diabetes,Anti-Aging,65.81,C9H8O4,NSAID,Gastrointestinal Issues,1971,Acetylsalicylic Acid,Lipitor,Moderate Risk,Slow Metabolism,Phase 4,Toxicology Report,Dopaminergic Pathway,Capsule,50mg daily,AstraZeneca,24,Moderate,High Risk,Low (<50%),Moderate,Gut,Suitable
Losartan,Acid Reflux,Alzheimer's,64.69,C4H11N5,AMPK Activator,Gastrointestinal Issues,1996,Omeprazole,Aspirin,High Risk,Rapid Absorption,Phase 3,In Vitro Studies,PI3K-AKT Pathway,Injection,As prescribed,Novartis,6,Low,High Risk,Moderate (50-80%),Slow,Renal,Partially Suitable
Paracetamol,Diabetes,Weight Loss,84.6,C33H35FN2O5,HMG-CoA Reductase Inhibitor,Gastrointestinal Issues,1987,Omeprazole,Prilosec,Moderate Risk,Renal Excretion,Ongoing,Animal Testing,PI3K-AKT Pathway,Injection,500mg twice a day,Roche,48,Moderate,Moderate Risk,Low (<50%),Moderate,Liver,Not Suitable
Ranitidine,Blood Thinner,Antiviral,71.24,C4H11N5,HMG-CoA Reductase Inhibitor,"Nausea, Dizziness",1965,Acetylsalicylic Acid,Glucophage,Moderate Risk,Renal Excretion,Phase 1,No Preclinical Data,PI3K-AKT Pathway,Injection,250mg every 8 hours,Merck,24,Moderate,Moderate Risk,High (>80%),Slow,Renal,Suitable
Simvastatin,Cholesterol Control,Antiviral,67.47,C17H19N3O3S,NSAID,Muscle Pain,1971,Acetylsalicylic Acid,Aspirin,Moderate Risk,Renal Excretion,Completed,Animal Testing,MAPK Pathway,Capsule,As prescribed,Pfizer,48,Low,Moderate Risk,Low (<50%),Moderate,Gut,Not Suitable
Levothyroxine,Hypertension,Weight Loss,76.8,C4H11N5,COX Inhibitor,"Headache, Rash",1996,Metformin Hydrochloride,Lipitor,Low Risk,Liver Metabolism,Phase 3,In Vitro Studies,PI3K-AKT Pathway,Capsule,As prescribed,Novartis,12,High,Low Risk,High (>80%),Moderate,Liver,Suitable
